je_id,entity,posting_date,value_date,period,account_code,account_name,account_type,cost_center,description,debit_credit,amount,currency,vendor_id,vendor_name,invoice_ref,user_id,approved_by,posting_hour,source_system,je_type,reversal_flag
JE-000115,ACME Corp,2023-05-25,2023-05-25,2023-05,6100,Salaries & Wages,Expense,CC167,Standard posting — Salaries & Wages,C,1271.95,EUR,V005,FastTrack Logistics,INV-92533,f.nkosi,mgr.accounting,10,Oracle,Manual,N
JE-000116,ACME Corp,2024-06-01,2024-06-01,2024-06,5200,Direct Labour,Expense,CC194,Standard posting — Direct Labour,C,146.99,GBP,V005,FastTrack Logistics,INV-15778,j.martin,cfo.office,11,Manual,Manual,N
JE-000117,BuildCo SA,2024-01-19,2024-01-19,2024-01,4200,Revenue — Services,Revenue,CC251,Standard posting — Revenue — Services,C,4666.94,USD,V004,Metro Legal Advisors,INV-16034,l.dupont,dir.treasury,10,Oracle,Automated,N
JE-000118,Global Trade Ltd,2023-12-03,2023-12-03,2023-12,6300,Professional Fees,Expense,CC164,Advisory services — Apexe,C,73825.36,USD,V011,Apexe Consulting,INV-86284,t.yamada,cfo.office,14,SAP,Manual,N
JE-000119,BuildCo SA,2024-05-08,2024-05-08,2024-05,6100,Salaries & Wages,Expense,CC607,Standard posting — Salaries & Wages,D,220.61,EUR,V010,Platinum Facilities,INV-35749,p.garcia,vp.controller,9,SAP,Manual,N
JE-000120,Global Trade Ltd,2023-01-03,2023-01-03,2023-01,6600,IT & Software,Expense,CC832,Standard posting — IT & Software,D,1360.19,CHF,V001,Apex Consulting,INV-67667,p.garcia,mgr.accounting,15,SAP,Import,N
JE-000121,Global Trade Ltd,2023-06-25,2023-06-25,2023-06,6800,Insurance,Expense,CC435,Standard posting — Insurance,D,177688.32,USD,V004,Metro Legal Advisors,INV-58467,c.lambert,director.finance,11,Concur,Automated,N
JE-000122,BuildCo SA,2024-05-16,2024-05-16,2024-05,2200,Accrued Liabilities,Liability,CC978,Standard posting — Accrued Liabilities,C,3814.74,CAD,V009,ClearView Analytics,INV-34212,m.okafor,mgr.accounting,10,Concur,Manual,N
JE-000123,TechFlow Inc,2023-07-25,2023-07-25,2023-07,9300,Intercompany Payable,Liability,CC129,Standard posting — Intercompany Payable,C,243.95,USD,V005,FastTrack Logistics,INV-71797,r.kumar,mgr.accounting,14,SAP,Automated,N
JE-000124,TechFlow Inc,2023-10-01,2023-10-01,2023-10,6400,Marketing & Advertising,Expense,CC220,Standard posting — Marketing & Advertising,D,20969.39,CAD,V008,Alliance Insurance,INV-37874,c.lambert,dir.treasury,17,Oracle,Manual,N
JE-000125,ACME Corp,2023-10-31,2023-10-31,2023-10,8100,Income Tax Expense,Expense,CC854,Vendor payment — expense reimbursement,C,9842.54,USD,V001,Apex Consulting,INV-53407,l.dupont,cfo.office,14,Concur,Manual,N
JE-000126,Global Trade Ltd,2023-06-04,2023-06-04,2023-06,6300,Professional Fees,Expense,CC721,Standard posting — Professional Fees,D,3411.64,EUR,V005,FastTrack Logistics,INV-36378,r.kumar,mgr.accounting,14,SAP,Import,N
JE-000127,BuildCo SA,2023-10-24,2023-10-24,2023-10,7200,Interest Expense,Expense,CC188,Standard posting — Interest Expense,C,704.68,EUR,V005,FastTrack Logistics,INV-67367,r.kumar,mgr.accounting,14,Manual,Automated,N
JE-000128,ACME Corp,2023-09-21,2023-09-21,2023-09,1300,Inventories,Asset,CC654,Standard posting — Inventories,D,12513.42,USD,V002,Global IT Solutions,INV-33942,a.silva,director.finance,14,SAP,Reversal,N
JE-000129,Global Trade Ltd,2023-01-27,2023-01-27,2023-01,4100,Revenue — Products,Revenue,CC684,Standard posting — Revenue — Products,C,42380.57,EUR,V004,Metro Legal Advisors,INV-78274,l.dupont,mgr.accounting,11,SAP,Automated,N
JE-000130,TechFlow Inc,2023-11-03,2023-11-03,2023-11,6300,Professional Fees,Expense,CC821,Standard posting — Cash & Cash Equivalents,D,8887.66,EUR,V006,NovaTech Services,INV-74196,p.garcia,vp.controller,12,Oracle,Reversal,N
JE-000131,ACME Corp,2024-07-26,2024-07-26,2024-07,6800,Insurance,Expense,CC184,Standard posting — Insurance,C,61323.19,USD,V010,Platinum Facilities,INV-73391,m.okafor,cfo.office,16,Manual,Manual,N
JE-000132,BuildCo SA,2023-09-01,2023-09-01,2023-09,5200,Direct Labour,Expense,CC538,Standard posting — Direct Labour,C,246207.83,USD,V006,NovaTech Services,INV-69262,l.dupont,director.finance,13,SAP,Manual,N
JE-000133,TechFlow Inc,2024-10-14,2024-10-14,2024-10,3200,Retained Earnings,Equity,CC227,Standard posting — Retained Earnings,D,127087.58,USD,V003,Premier Office Supply,INV-25866,f.nkosi,director.finance,10,SAP,Automated,N
JE-000134,BuildCo SA,2023-10-20,2023-10-20,2023-10,8100,Income Tax Expense,Expense,CC773,Standard posting — Income Tax Expense,C,89526.25,USD,V001,Apex Consulting,INV-76368,f.nkosi,cfo.office,10,SAP,Manual,N
JE-000135,ACME Corp,2024-10-19,2024-10-19,2024-10,6300,Professional Fees,Expense,CC463,Standard posting — Professional Fees,D,49680.63,USD,V003,Premier Office Supply,INV-71088,p.garcia,vp.controller,17,SAP,Automated,N
JE-000136,ACME Corp,2023-03-28,2023-03-28,2023-03,3200,Retained Earnings,Equity,CC353,Standard posting — Retained Earnings,D,43372.38,USD,V005,FastTrack Logistics,INV-29521,r.kumar,vp.controller,17,SAP,Automated,N
JE-000137,TechFlow Inc,2024-10-18,2024-10-18,2024-10,2300,Short-Term Borrowings,Liability,CC222,Standard posting — Short-Term Borrowings,C,473077.69,USD,V006,NovaTech Services,INV-99570,r.kumar,cfo.office,10,SAP,Automated,N
JE-000138,FinServ Partners,2023-04-26,2023-04-26,2023-04,6600,IT & Software,Expense,CC474,Standard posting — IT & Software,C,45680.33,USD,V007,Stellar Recruitment,INV-55157,f.nkosi,director.finance,11,Manual,Automated,N
JE-000139,FinServ Partners,2023-08-29,2023-08-29,2023-08,1300,Inventories,Asset,CC920,Standard posting — Inventories,C,295728.52,USD,V008,Alliance Insurance,INV-75333,p.garcia,cfo.office,10,SAP,Manual,N
JE-000140,FinServ Partners,2024-11-29,2024-11-29,2024-11,5100,Cost of Goods Sold,Expense,CC140,Standard posting — Cost of Goods Sold,C,164.07,EUR,V001,Apex Consulting,INV-82366,c.lambert,vp.controller,17,SAP,Import,N
JE-000141,FinServ Partners,2024-07-29,2024-07-29,2024-07,6100,Salaries & Wages,Expense,CC801,Standard posting — Salaries & Wages,C,1396.15,USD,V008,Alliance Insurance,INV-68176,p.garcia,vp.controller,15,SAP,Automated,N
JE-000142,TechFlow Inc,2023-09-07,2023-09-07,2023-09,1500,Property Plant & Equipment,Asset,CC559,Standard posting — Property Plant & Equipment,C,889.99,CHF,V007,Stellar Recruitment,INV-66301,p.garcia,cfo.office,13,Oracle,Manual,N
JE-000143,Global Trade Ltd,2024-09-03,2024-09-03,2024-09,1100,Cash & Cash Equivalents,Asset,CC274,Standard posting — Cash & Cash Equivalents,C,473.83,USD,V006,NovaTech Services,INV-68604,c.lambert,cfo.office,15,Oracle,Automated,N
JE-000144,ACME Corp,2024-09-23,2024-09-23,2024-09,6500,Travel & Entertainment,Expense,CC920,Standard posting — Travel & Entertainment,C,57338.57,USD,V007,Stellar Recruitment,INV-93397,r.kumar,vp.controller,10,Oracle,Automated,N
JE-000145,Global Trade Ltd,2023-02-07,2023-02-07,2023-02,6500,Travel & Entertainment,Expense,CC149,Standard posting — Travel & Entertainment,D,101420.84,USD,V005,FastTrack Logistics,INV-36830,t.yamada,vp.controller,10,SAP,Automated,N
JE-000146,BuildCo SA,2024-02-01,2024-02-01,2024-02,6500,Travel & Entertainment,Expense,CC664,Standard posting — Travel & Entertainment,D,22148.82,USD,V004,Metro Legal Advisors,INV-98736,f.nkosi,vp.controller,15,Oracle,Manual,N
JE-000147,Global Trade Ltd,2024-02-26,2024-02-26,2024-02,6700,Depreciation & Amortisation,Expense,CC491,Vendor payment — expense reimbursement,D,9840.06,USD,V008,Alliance Insurance,INV-36613,m.okafor,director.finance,10,Oracle,Manual,N
JE-000148,ACME Corp,2023-05-29,2023-05-29,2023-05,6400,Marketing & Advertising,Expense,CC402,Standard posting — Marketing & Advertising,C,28764.07,USD,V006,NovaTech Services,INV-15858,t.yamada,dir.treasury,12,Import,Import,N
JE-000149,FinServ Partners,2023-05-13,2023-05-13,2023-05,5200,Direct Labour,Expense,CC276,Standard posting — Direct Labour,D,184507.77,CHF,V008,Alliance Insurance,INV-92497,p.garcia,dir.treasury,11,Oracle,Import,N
JE-000150,FinServ Partners,2024-07-15,2024-07-15,2024-07,4200,Revenue — Services,Revenue,CC722,Standard posting — Revenue — Services,D,63272.3,CAD,V010,Platinum Facilities,INV-78341,a.silva,vp.controller,10,SAP,Automated,N
JE-000151,TechFlow Inc,2023-01-23,2023-01-23,2023-01,9200,Intercompany Receivable,Asset,CC121,Standard posting — Intercompany Receivable,D,875.39,USD,V008,Alliance Insurance,INV-96770,j.martin,cfo.office,11,Oracle,Automated,N
JE-000152,FinServ Partners,2023-03-07,2023-03-07,2023-03,6700,Depreciation & Amortisation,Expense,CC509,Standard posting — Depreciation & Amortisation,C,111.93,USD,V007,Stellar Recruitment,INV-35838,r.kumar,vp.controller,12,Oracle,Import,N
JE-000153,TechFlow Inc,2023-04-27,2023-04-27,2023-04,5100,Cost of Goods Sold,Expense,CC610,Standard posting — Cost of Goods Sold,C,2293.08,USD,V002,Global IT Solutions,INV-45838,r.kumar,mgr.accounting,13,Concur,Automated,N
JE-000154,Global Trade Ltd,2024-08-31,2024-08-31,2024-08,2200,Accrued Liabilities,Liability,CC918,Standard posting — Accrued Liabilities,C,36171.64,EUR,V001,Apex Consulting,INV-60577,m.okafor,dir.treasury,15,Oracle,Automated,N
JE-000155,FinServ Partners,2023-05-09,2023-05-09,2023-05,1500,Property Plant & Equipment,Asset,CC464,Standard posting — Property Plant & Equipment,C,418.31,USD,V002,Global IT Solutions,INV-59942,f.nkosi,dir.treasury,11,Manual,Reversal,N
JE-000156,FinServ Partners,2024-12-23,2024-12-23,2024-12,6300,Professional Fees,Expense,CC422,Vendor payment — expense reimbursement,C,9964.51,USD,V006,NovaTech Services,INV-86326,p.garcia,vp.controller,14,Oracle,Manual,N
JE-000157,ACME Corp,2024-03-28,2024-03-28,2024-03,2400,Deferred Revenue,Liability,CC963,Standard posting — Deferred Revenue,D,8752.69,GBP,V007,Stellar Recruitment,INV-97529,t.yamada,mgr.accounting,14,SAP,Automated,N
JE-000158,ACME Corp,2024-09-12,2024-09-12,2024-09,7100,Interest Income,Revenue,CC486,Standard posting — Interest Income,D,49663.42,USD,V001,Apex Consulting,INV-70394,c.lambert,mgr.accounting,9,Oracle,Automated,N
JE-000159,BuildCo SA,2024-02-05,2024-02-05,2024-02,6300,Professional Fees,Expense,CC824,Standard posting — Professional Fees,C,140795.52,USD,V001,Apex Consulting,INV-62941,s.chen,dir.treasury,12,SAP,Automated,N
JE-000160,ACME Corp,2024-01-29,2024-01-29,2024-01,9100,Clearing / Suspense,Suspense,CC342,Standard posting — Clearing / Suspense,C,899.74,USD,V008,Alliance Insurance,INV-85341,a.silva,cfo.office,14,SAP,Import,N
JE-000161,Global Trade Ltd,2024-11-13,2024-11-13,2024-11,3200,Retained Earnings,Equity,CC411,Standard posting — Retained Earnings,C,184.09,USD,V003,Premier Office Supply,INV-53242,j.martin,dir.treasury,17,SAP,Automated,N
JE-000162,FinServ Partners,2024-09-13,2024-09-13,2024-09,2300,Short-Term Borrowings,Liability,CC551,Standard posting — Short-Term Borrowings,C,80031.07,USD,V004,Metro Legal Advisors,INV-50814,s.chen,director.finance,10,Import,Import,N
JE-000163,TechFlow Inc,2023-05-07,2023-05-07,2023-05,6300,Professional Fees,Expense,CC851,Standard posting — Marketing & Advertising,C,861143.08,USD,V003,Premier Office Supply,INV-62148,r.kumar,director.finance,10,SAP,Automated,N
JE-000164,ACME Corp,2023-09-19,2023-09-19,2023-09,1400,Prepaid Expenses,Asset,CC140,Standard posting — Prepaid Expenses,D,695.9,USD,V009,ClearView Analytics,INV-89701,j.martin,dir.treasury,13,Oracle,Manual,N
JE-000165,ACME Corp,2024-08-19,2024-08-19,2024-08,6600,IT & Software,Expense,CC783,Standard posting — IT & Software,D,10308.11,EUR,V001,Apex Consulting,INV-13950,p.garcia,vp.controller,17,Oracle,Automated,N
JE-000166,BuildCo SA,2023-06-25,2023-06-25,2023-06,2300,Short-Term Borrowings,Liability,CC157,Standard posting — Short-Term Borrowings,D,153912.03,EUR,V008,Alliance Insurance,INV-66152,t.yamada,cfo.office,13,Import,Manual,N
JE-000167,Global Trade Ltd,2024-12-12,2024-12-12,2024-12,3200,Retained Earnings,Equity,CC720,Standard posting — Retained Earnings,D,77270.49,EUR,V009,ClearView Analytics,INV-96850,j.martin,vp.controller,12,SAP,Automated,N
JE-000168,FinServ Partners,2023-01-26,2023-01-26,2023-01,6200,Rent & Occupancy,Expense,CC475,Standard posting — Rent & Occupancy,C,99103.06,USD,V009,ClearView Analytics,INV-28555,f.nkosi,vp.controller,10,SAP,Reversal,N
JE-000169,Global Trade Ltd,2023-06-02,2023-06-02,2023-06,6400,Marketing & Advertising,Expense,CC369,Standard posting — Marketing & Advertising,C,1398.98,USD,V007,Stellar Recruitment,INV-15832,a.silva,vp.controller,12,Oracle,Import,N
JE-000170,Global Trade Ltd,2023-09-29,2023-09-29,2023-09,2400,Deferred Revenue,Liability,CC906,Standard posting — Deferred Revenue,D,2838.57,USD,V001,Apex Consulting,INV-91229,j.martin,mgr.accounting,10,Oracle,Manual,N
JE-000171,Global Trade Ltd,2024-09-01,2024-09-01,2024-09,5100,Cost of Goods Sold,Expense,CC553,Standard posting — Cost of Goods Sold,C,204.18,USD,V001,Apex Consulting,INV-91589,t.yamada,cfo.office,10,Import,Automated,N
JE-000172,ACME Corp,2023-09-01,2023-09-01,2023-09,6100,Salaries & Wages,Expense,CC532,Standard posting — Salaries & Wages,C,93404.7,USD,V009,ClearView Analytics,INV-36263,m.okafor,director.finance,13,SAP,Manual,N
JE-000173,TechFlow Inc,2023-01-08,2023-01-08,2023-01,6400,Marketing & Advertising,Expense,CC200,Standard posting — Marketing & Advertising,C,55452.34,USD,V009,ClearView Analytics,INV-31296,m.okafor,mgr.accounting,15,Oracle,Import,N
JE-000174,TechFlow Inc,2023-04-25,2023-04-25,2023-04,8100,Income Tax Expense,Expense,CC801,Standard posting — Income Tax Expense,D,276.43,EUR,V007,Stellar Recruitment,INV-75984,p.garcia,vp.controller,11,Manual,Automated,N
JE-000175,FinServ Partners,2024-04-17,2024-04-17,2024-04,1500,Property Plant & Equipment,Asset,CC963,Standard posting — Property Plant & Equipment,D,398164.28,USD,V002,Global IT Solutions,INV-86798,l.dupont,mgr.accounting,16,Oracle,Automated,N
JE-000176,ACME Corp,2023-04-28,2023-04-28,2023-04,1500,Property Plant & Equipment,Asset,CC748,Standard posting — Property Plant & Equipment,D,17387.47,EUR,V007,Stellar Recruitment,INV-25146,m.okafor,vp.controller,9,SAP,Manual,N
JE-000177,TechFlow Inc,2024-09-30,2024-09-30,2024-09,2400,Deferred Revenue,Liability,CC507,Standard posting — Deferred Revenue,C,24404.5,USD,V001,Apex Consulting,INV-85833,c.lambert,director.finance,17,Oracle,Manual,N
JE-000178,TechFlow Inc,2024-08-24,2024-08-24,2024-08,1500,Property Plant & Equipment,Asset,CC148,Standard posting — Property Plant & Equipment,C,148207.96,USD,V003,Premier Office Supply,INV-95854,j.martin,director.finance,15,Concur,Manual,N
JE-000179,Global Trade Ltd,2024-01-23,2024-01-23,2024-01,3100,Share Capital,Equity,CC576,Standard posting — Share Capital,D,2386.4,USD,V001,Apex Consulting,INV-29849,j.martin,dir.treasury,12,Import,Automated,N
JE-000180,Global Trade Ltd,2024-06-29,2024-06-29,2024-06,9100,Clearing / Suspense,Suspense,CC428,Temporary clearing — pending allocation,D,43836.14,USD,V003,Premier Office Supply,INV-82316,t.yamada,vp.controller,15,Oracle,Manual,N
JE-000181,Global Trade Ltd,2024-07-13,2024-07-13,2024-07,6200,Rent & Occupancy,Expense,CC647,Vendor payment — expense reimbursement,D,9971.74,USD,V005,FastTrack Logistics,INV-51840,l.dupont,mgr.accounting,13,Oracle,Manual,N
JE-000182,FinServ Partners,2024-06-07,2024-06-07,2024-06,3100,Share Capital,Equity,CC553,Standard posting — Share Capital,D,35154.03,CAD,V006,NovaTech Services,INV-22009,m.okafor,mgr.accounting,10,SAP,Automated,N
JE-000183,FinServ Partners,2023-11-09,2023-11-09,2023-11,6700,Depreciation & Amortisation,Expense,CC318,Standard posting — Depreciation & Amortisation,D,493906.12,USD,V008,Alliance Insurance,INV-30575,a.silva,dir.treasury,12,Manual,Automated,N
JE-000184,BuildCo SA,2024-04-09,2024-04-09,2024-04,9200,Intercompany Receivable,Asset,CC267,Standard posting — Intercompany Receivable,D,34101.84,USD,V009,ClearView Analytics,INV-51069,s.chen,director.finance,10,Oracle,Manual,N
JE-000185,BuildCo SA,2024-06-16,2024-06-16,2024-06,7100,Interest Income,Revenue,CC746,Standard posting — Interest Income,C,137239.12,CHF,V001,Apex Consulting,INV-66969,f.nkosi,vp.controller,12,SAP,Manual,N
JE-000186,ACME Corp,2024-05-05,2024-04-29,2024-04,6100,Salaries & Wages,Expense,CC952,Salary accrual — large posting,D,93010.9,USD,V001,Apex Consulting,INV-14716,j.martin,cfo.office,14,SAP,Accrual,N
JE-000187,FinServ Partners,2023-02-08,2023-02-08,2023-02,1100,Cash & Cash Equivalents,Asset,CC399,Standard posting — Cash & Cash Equivalents,C,132.78,EUR,V010,Platinum Facilities,INV-57646,l.dupont,cfo.office,12,Oracle,Automated,N
JE-000188,ACME Corp,2023-09-13,2023-09-13,2023-09,4300,Other Operating Income,Revenue,CC840,Standard posting — Other Operating Income,D,356.51,CAD,V002,Global IT Solutions,INV-20811,s.chen,dir.treasury,11,Import,Automated,N
JE-000189,ACME Corp,2024-07-27,2024-07-27,2024-07,7200,Interest Expense,Expense,CC755,Standard posting — Interest Expense,D,1807.95,EUR,V004,Metro Legal Advisors,INV-43347,s.chen,cfo.office,14,SAP,Manual,N
JE-000190,BuildCo SA,2023-12-21,2023-12-21,2023-12,1100,Cash & Cash Equivalents,Asset,CC971,Standard posting — Cash & Cash Equivalents,C,2046.46,CHF,V004,Metro Legal Advisors,INV-66219,s.chen,mgr.accounting,11,SAP,Manual,N
JE-000191,TechFlow Inc,2024-01-29,2024-01-29,2024-01,6300,Professional Fees,Expense,CC614,Standard posting — Professional Fees,C,338589.25,EUR,V004,Metro Legal Advisors,INV-44813,m.okafor,cfo.office,11,SAP,Reversal,N
JE-000192,FinServ Partners,2024-09-28,2024-09-28,2024-09,1200,Accounts Receivable,Asset,CC812,Standard posting — Accounts Receivable,C,189.25,USD,V010,Platinum Facilities,INV-85929,c.lambert,mgr.accounting,9,SAP,Automated,N
JE-000193,Global Trade Ltd,2023-04-06,2023-04-06,2023-04,4200,Revenue — Services,Revenue,CC811,Standard posting — Revenue — Services,C,448647.02,USD,V009,ClearView Analytics,INV-73968,t.yamada,dir.treasury,10,SAP,Import,N
JE-000194,Global Trade Ltd,2024-12-01,2024-12-01,2024-12,6100,Salaries & Wages,Expense,CC438,Standard posting — Salaries & Wages,C,15717.26,EUR,V007,Stellar Recruitment,INV-78516,r.kumar,cfo.office,13,SAP,Import,N
JE-000195,FinServ Partners,2024-11-01,2024-11-01,2024-11,1200,Accounts Receivable,Asset,CC140,Standard posting — Accounts Receivable,C,520.76,EUR,V005,FastTrack Logistics,INV-21580,l.dupont,mgr.accounting,11,SAP,Reversal,N
JE-000196,FinServ Partners,2024-10-06,2024-10-06,2024-10,6200,Rent & Occupancy,Expense,CC745,Standard posting — Rent & Occupancy,C,243.86,USD,V001,Apex Consulting,INV-19458,a.silva,cfo.office,15,Concur,Automated,N
JE-000197,ACME Corp,2024-04-10,2024-04-10,2024-04,2400,Deferred Revenue,Liability,CC525,Standard posting — Deferred Revenue,C,8288.14,GBP,V007,Stellar Recruitment,INV-13384,c.lambert,vp.controller,15,SAP,Automated,N
JE-000198,TechFlow Inc,2023-12-10,2023-12-10,2023-12,4200,Revenue — Services,Revenue,CC499,Standard posting — Revenue — Services,C,346.39,EUR,V001,Apex Consulting,INV-23086,l.dupont,director.finance,10,Manual,Automated,N
JE-000199,TechFlow Inc,2024-06-12,2024-06-12,2024-06,2400,Deferred Revenue,Liability,CC514,Standard posting — Deferred Revenue,C,311520.75,USD,V009,ClearView Analytics,INV-40907,r.kumar,vp.controller,13,Manual,Manual,N
JE-000200,FinServ Partners,2023-09-02,2023-09-02,2023-09,4200,Revenue — Services,Revenue,CC148,Standard posting — Revenue — Services,D,397545.59,GBP,V001,Apex Consulting,INV-45865,c.lambert,dir.treasury,10,Import,Automated,N
JE-000201,BuildCo SA,2023-03-25,2023-03-25,2023-03,6200,Rent & Occupancy,Expense,CC305,Standard posting — Rent & Occupancy,C,7320.79,USD,V008,Alliance Insurance,INV-42733,p.garcia,vp.controller,12,Oracle,Reversal,N
JE-000202,ACME Corp,2023-02-17,2023-02-17,2023-02,6700,Depreciation & Amortisation,Expense,CC307,Standard posting — Depreciation & Amortisation,C,230.5,USD,V004,Metro Legal Advisors,INV-42229,r.kumar,cfo.office,12,Oracle,Automated,N
